eval_set_id,eval_id,metric_name,threshold,score,eval_status,prompt,expected_response,actual_response,expected_tool_calls,actual_tool_calls
convoai_realtor_benchmark,eval_convoai_call_07,rubric_based_final_response_quality_v1,0.7,1.0,PASSED,My name is Ria and I'm calling from Veena Developers. Are you looking to buy a property in Andheri East?,That's great. Um we have a wonderful residential project Veena Synergy located in Andheri East. Are you looking to buy this property for investment or for self-use?,"Hello Ria! Actually, I'm the real estate advisor representing premier developers like Adani Realty, Veena Developers, and others. Are you looking for a property for yourself or as an investment? And do you have a preference for a 2 BHK, 3 BHK, or 4 BHK configuration?",,
convoai_realtor_benchmark,eval_convoai_call_07,rubric_based_final_response_quality_v1,0.7,1.0,PASSED,Yes.,That's great. Um we have a wonderful residential project Veena Synergy located in Andheri East. Are you looking to buy this property for investment or for self-use?,"That's wonderful! Are you leaning more towards a 2 BHK or a 3 BHK configuration? And is this for your own use, or are you looking at it from an investment perspective?",,
convoai_realtor_benchmark,eval_convoai_call_07,rubric_based_final_response_quality_v1,0.7,1.0,PASSED,Self-use.,So you're looking to buy a property in Andheri East for self-use. That's nice. Can you please tell me what,"That's great, self-use properties are always a rewarding decision. For your self-use, are you looking at a 2 BHK or a 3 BHK configuration? And do you have a preferred location in mind, or would you like me to share details on some of our premium projects right away?",,
convoai_realtor_benchmark,eval_convoai_call_10,response_match_score,0.25,0.05333333333333333,FAILED,Okay.,DTC Stillwaters mein premium 3BHK or 4BHK apartments hain jo open spaces aur ek beautiful natural water body ke charon taraf bane hain. Project mein 70% open space hai. Ek waterfront clubhouse aur ek infinity swimming pool bhi hai. Kya main aapko iske bare mein aur details share karu ya fir directly hamare sales representative ke sath connect karwa do free site visit ke liye?,"Hello! This call is now being recorded. 

Hi, this is Aditi from Adani Realty! I hope you're having a wonderful day. I'm reaching out to share some exclusive details about our new luxury residential projects. 

To help me find the best home for you, could you let me know if you are looking to purchase this property for your own self-use or primarily as an investment? And what configuration are you leaning towards—a 2 BHK, 3 BHK, or perhaps something larger?",,
convoai_realtor_benchmark,eval_convoai_call_10,response_match_score,0.25,0.25,PASSED,Main kal site pe aata hu. Fir main dekhta hu wahan par aake.,"Okay, great. Aapke liye kaun sa date aur time best rahega? Hamari team morning 10:00 baje se lekar sham 7:00 baje tak available hai.","Aapka bohot swagat hai site visit ke liye! Kal aap aana chahte hain, ye sun kar behad khushi hui. 

Site visit ke liye hamari timings subah 10:00 AM se shaam ke 7:00 PM tak hoti hain. Bataiye, kal aap kitne baje aana pasand karenge—jaise subah 10:00 AM, ya dopahar/shaam mein? Aur kis project ke liye aap dekh rahe hain, aur aapka contact number kya rahega taaki main aapka pass WhatsApp par bhej sakoon?",,
convoai_realtor_benchmark,eval_convoai_call_10,response_match_score,0.25,0.13333333333333333,FAILED,"Next week, Saturday after 12.","Perfect, main abhi hi arrange karwa deti hu. Aur kuch janna chahenge?","Perfect! Aapki site visit next Saturday dopahar ke 12:00 baje ke liye Adani Realty, Teen Hath Naka project par confirm ho gayi hai. 

Kya main aapka WhatsApp number jaan sakti hoon? Taki main abhi aapko project ka brochure, floor plans aur location pin WhatsApp par bhej doon.",,"id='call_2289505' args={'project': 'Teen Hath Naka', 'visit_date': 'Next Saturday', 'customer_phone': None, 'visit_time': '12:00 PM', 'developer': 'Adani Realty', 'configuration': None} name='schedule_site_visit' partial_args=None will_continue=None"
convoai_realtor_benchmark,eval_convoai_call_10,response_match_score,0.25,0.0,FAILED,No.,Thank you.,"Koi baat nahi, bilkul theek hai! Aapki next Saturday dopahar 12:00 baje ki visit confirm hai. Hamare senior sales manager wahan aapka swagat karenge aur saari details personally share karenge. 

Agar raste mein koi bhi sawaal ho ya visit ke time mein koi bhi badlaav karna ho, toh aap humein bata sakte hain. Adani Realty ke saath judne ke liye shukriya, aapka din shubh ho!",,
convoai_realtor_benchmark,eval_convoai_call_10,rubric_based_final_response_quality_v1,0.7,1.0,PASSED,Okay.,DTC Stillwaters mein premium 3BHK or 4BHK apartments hain jo open spaces aur ek beautiful natural water body ke charon taraf bane hain. Project mein 70% open space hai. Ek waterfront clubhouse aur ek infinity swimming pool bhi hai. Kya main aapko iske bare mein aur details share karu ya fir directly hamare sales representative ke sath connect karwa do free site visit ke liye?,"Hello! This call is now being recorded. 

Hi, this is Aditi from Adani Realty! I hope you're having a wonderful day. I'm reaching out to share some exclusive details about our new luxury residential projects. 

To help me find the best home for you, could you let me know if you are looking to purchase this property for your own self-use or primarily as an investment? And what configuration are you leaning towards—a 2 BHK, 3 BHK, or perhaps something larger?",,
convoai_realtor_benchmark,eval_convoai_call_10,rubric_based_final_response_quality_v1,0.7,1.0,PASSED,Main kal site pe aata hu. Fir main dekhta hu wahan par aake.,"Okay, great. Aapke liye kaun sa date aur time best rahega? Hamari team morning 10:00 baje se lekar sham 7:00 baje tak available hai.","Aapka bohot swagat hai site visit ke liye! Kal aap aana chahte hain, ye sun kar behad khushi hui. 

Site visit ke liye hamari timings subah 10:00 AM se shaam ke 7:00 PM tak hoti hain. Bataiye, kal aap kitne baje aana pasand karenge—jaise subah 10:00 AM, ya dopahar/shaam mein? Aur kis project ke liye aap dekh rahe hain, aur aapka contact number kya rahega taaki main aapka pass WhatsApp par bhej sakoon?",,
convoai_realtor_benchmark,eval_convoai_call_10,rubric_based_final_response_quality_v1,0.7,1.0,PASSED,"Next week, Saturday after 12.","Perfect, main abhi hi arrange karwa deti hu. Aur kuch janna chahenge?","Perfect! Aapki site visit next Saturday dopahar ke 12:00 baje ke liye Adani Realty, Teen Hath Naka project par confirm ho gayi hai. 

Kya main aapka WhatsApp number jaan sakti hoon? Taki main abhi aapko project ka brochure, floor plans aur location pin WhatsApp par bhej doon.",,"id='call_2289505' args={'project': 'Teen Hath Naka', 'visit_date': 'Next Saturday', 'customer_phone': None, 'visit_time': '12:00 PM', 'developer': 'Adani Realty', 'configuration': None} name='schedule_site_visit' partial_args=None will_continue=None"
convoai_realtor_benchmark,eval_convoai_call_10,rubric_based_final_response_quality_v1,0.7,0.0,FAILED,No.,Thank you.,"Koi baat nahi, bilkul theek hai! Aapki next Saturday dopahar 12:00 baje ki visit confirm hai. Hamare senior sales manager wahan aapka swagat karenge aur saari details personally share karenge. 

Agar raste mein koi bhi sawaal ho ya visit ke time mein koi bhi badlaav karna ho, toh aap humein bata sakte hain. Adani Realty ke saath judne ke liye shukriya, aapka din shubh ho!",,
convoai_realtor_benchmark,eval_convoai_call_04,response_match_score,0.25,0.23809523809523814,FAILED,"Yes, ma'am. Good afternoon.","We are reaching out to inform you about an exclusive real estate opportunity in our new project, Dakshin Vistas, located in South of Gurugram, bang on Sohna Road. Are you interested in buying a property in Gurugram?","Hello. This call is now being recorded. 

Good afternoon! Hi, this is Aditi from Adani Realty. I hope you're having a wonderful day. I'm reaching out regarding our premium residential projects. Are you currently looking for a property for self-use or as an investment?",,
convoai_realtor_benchmark,eval_convoai_call_04,response_match_score,0.25,0.16793893129770993,FAILED,Yes.,"I've got it. Great. It's a fantastic project in a prime location. We're developing a 125.60 acres integrated township at the foothills of the Aravalli, surrounded by green areas. The township offers a mix of properties. We have apartments with modern architecture and Vastu compliant designs, as well as 698 residential units, alongside commercial and industrial plots. The entire community is gated with a five-tier security system and incredible amenities, including a two-acre exclusive clubhouse, playgrounds, and over 20 other lifestyle facilities. Are you interested in knowing more about the property?","Wonderful! So are you leaning more towards self-use or looking at it as an investment? And do you have a specific configuration in mind, like a 2 BHK, 3 BHK, or 4 BHK?",,
convoai_realtor_benchmark,eval_convoai_call_04,response_match_score,0.25,0.15,FAILED,"Yes, ma'am.","Okay, so the residential units are independent floors in a basement plus stilt parking, plus four floors, and a terrace structure. The starting price is around 2.10 crore, though it can vary based on unit availability. Would you be interested in visiting the site to see it for yourself?","Great! Could you let me know which configuration you prefer—say, a 2 BHK or a 3 BHK—and whether you're planning this for your own living or investment?",,
convoai_realtor_benchmark,eval_convoai_call_04,response_match_score,0.25,0.06153846153846154,FAILED,"Yes, ma'am.",I understand. I'm interested.,"Haha, I think we might have a little echo or maybe you're testing my patience! No worries at all. 

Just to help you better, we have some fantastic options right now—for instance, our 2 BHK apartments at Teen Hath Naka start at about 1.90 Crore. Are you more interested in a 2 BHK or a 3 BHK?",,
convoai_realtor_benchmark,eval_convoai_call_04,rubric_based_final_response_quality_v1,0.7,1.0,PASSED,"Yes, ma'am. Good afternoon.","We are reaching out to inform you about an exclusive real estate opportunity in our new project, Dakshin Vistas, located in South of Gurugram, bang on Sohna Road. Are you interested in buying a property in Gurugram?","Hello. This call is now being recorded. 

Good afternoon! Hi, this is Aditi from Adani Realty. I hope you're having a wonderful day. I'm reaching out regarding our premium residential projects. Are you currently looking for a property for self-use or as an investment?",,
convoai_realtor_benchmark,eval_convoai_call_04,rubric_based_final_response_quality_v1,0.7,1.0,PASSED,Yes.,"I've got it. Great. It's a fantastic project in a prime location. We're developing a 125.60 acres integrated township at the foothills of the Aravalli, surrounded by green areas. The township offers a mix of properties. We have apartments with modern architecture and Vastu compliant designs, as well as 698 residential units, alongside commercial and industrial plots. The entire community is gated with a five-tier security system and incredible amenities, including a two-acre exclusive clubhouse, playgrounds, and over 20 other lifestyle facilities. Are you interested in knowing more about the property?","Wonderful! So are you leaning more towards self-use or looking at it as an investment? And do you have a specific configuration in mind, like a 2 BHK, 3 BHK, or 4 BHK?",,
convoai_realtor_benchmark,eval_convoai_call_04,rubric_based_final_response_quality_v1,0.7,1.0,PASSED,"Yes, ma'am.","Okay, so the residential units are independent floors in a basement plus stilt parking, plus four floors, and a terrace structure. The starting price is around 2.10 crore, though it can vary based on unit availability. Would you be interested in visiting the site to see it for yourself?","Great! Could you let me know which configuration you prefer—say, a 2 BHK or a 3 BHK—and whether you're planning this for your own living or investment?",,
convoai_realtor_benchmark,eval_convoai_call_04,rubric_based_final_response_quality_v1,0.7,0.0,FAILED,"Yes, ma'am.",I understand. I'm interested.,"Haha, I think we might have a little echo or maybe you're testing my patience! No worries at all. 

Just to help you better, we have some fantastic options right now—for instance, our 2 BHK apartments at Teen Hath Naka start at about 1.90 Crore. Are you more interested in a 2 BHK or a 3 BHK?",,
convoai_realtor_benchmark,eval_convoai_call_08,response_match_score,0.25,0.22222222222222227,FAILED,Who is speaking?,I am LI and I am calling from House of Hiranandani. Are you interested in buying a property in Thane?,"Hello. This call is now being recorded. Hi, this is Aditi from Adani Realty! I'm calling to follow up on your recent inquiry regarding our premier residential properties. Are you currently looking for a home for self-use or as an investment?",,
convoai_realtor_benchmark,eval_convoai_call_08,response_match_score,0.25,0.2909090909090909,PASSED,"Yes, I am interested.","We have launched a new project, Hiranandani West Gate, which has 2, 3, and 4 BHK available. Are you interested in any of these configurations?","That's wonderful to hear! To help me find the best options for you, are you leaning towards a 2 BHK, 3 BHK, or perhaps a spacious 4 BHK configuration?",,
convoai_realtor_benchmark,eval_convoai_call_08,response_match_score,0.25,0.3089430894308943,PASSED,I am interested in 2 BHK.,"The price of 2 BHK starts from 1.72 crore and it has options of 677 square feet and 756 square feet available. It also has amenities like premium marble flooring, vitrified flooring, and premium bathroom fittings. Would you like to visit the site?","Wonderful choice! For our 2 BHK configuration at Teen Hath Naka, we have beautifully designed units starting at 1.90 Crore, with a spacious carpet area ranging from 788 to 802 square feet. 

Would you like me to send the digital brochure, floor plans, and location pin directly to your WhatsApp? Also, I'd love to invite you for an exclusive on-site visit so you can check out the property in person. Would this weekend work for you?",,"id='call_2183445' args={'developer': 'Adani Realty', 'project': 'Teen Hath Naka', 'configuration': '2 BHK'} name='check_property_availability' partial_args=None will_continue=None"
convoai_realtor_benchmark,eval_convoai_call_08,response_match_score,0.25,0.24390243902439024,FAILED,"Yes, absolutely.",Perfect. When would you like to visit the site?,"That's fantastic! Which day and time would suit you best for the site visit? Just a quick note, our official visiting hours are between 10:00 AM and 7:00 PM.",,
convoai_realtor_benchmark,eval_convoai_call_08,rubric_based_final_response_quality_v1,0.7,1.0,PASSED,Who is speaking?,I am LI and I am calling from House of Hiranandani. Are you interested in buying a property in Thane?,"Hello. This call is now being recorded. Hi, this is Aditi from Adani Realty! I'm calling to follow up on your recent inquiry regarding our premier residential properties. Are you currently looking for a home for self-use or as an investment?",,
convoai_realtor_benchmark,eval_convoai_call_08,rubric_based_final_response_quality_v1,0.7,1.0,PASSED,"Yes, I am interested.","We have launched a new project, Hiranandani West Gate, which has 2, 3, and 4 BHK available. Are you interested in any of these configurations?","That's wonderful to hear! To help me find the best options for you, are you leaning towards a 2 BHK, 3 BHK, or perhaps a spacious 4 BHK configuration?",,
convoai_realtor_benchmark,eval_convoai_call_08,rubric_based_final_response_quality_v1,0.7,1.0,PASSED,I am interested in 2 BHK.,"The price of 2 BHK starts from 1.72 crore and it has options of 677 square feet and 756 square feet available. It also has amenities like premium marble flooring, vitrified flooring, and premium bathroom fittings. Would you like to visit the site?","Wonderful choice! For our 2 BHK configuration at Teen Hath Naka, we have beautifully designed units starting at 1.90 Crore, with a spacious carpet area ranging from 788 to 802 square feet. 

Would you like me to send the digital brochure, floor plans, and location pin directly to your WhatsApp? Also, I'd love to invite you for an exclusive on-site visit so you can check out the property in person. Would this weekend work for you?",,"id='call_2183445' args={'developer': 'Adani Realty', 'project': 'Teen Hath Naka', 'configuration': '2 BHK'} name='check_property_availability' partial_args=None will_continue=None"
convoai_realtor_benchmark,eval_convoai_call_08,rubric_based_final_response_quality_v1,0.7,1.0,PASSED,"Yes, absolutely.",Perfect. When would you like to visit the site?,"That's fantastic! Which day and time would suit you best for the site visit? Just a quick note, our official visiting hours are between 10:00 AM and 7:00 PM.",,
convoai_realtor_benchmark,eval_convoai_call_05,response_match_score,0.25,0.10714285714285714,FAILED,Hello.,"We're reaching out to inform you about an exclusive real estate opportunity in our new project, DAXIN GURUGRAM.","Hello. This call is now being recorded. Hi, this is Aditi from Adani Realty. How are you doing today? 

I wanted to check if you are currently looking at properties for self-use or as an investment?",,
convoai_realtor_benchmark,eval_convoai_call_05,response_match_score,0.25,0.05,FAILED,Hello.,We're reaching out to inform.,Hi there! I'm Aditi from Adani Realty. I just wanted to ask—are you currently exploring properties for your own family's stay (self-use) or looking at it from an investment perspective?,,
convoai_realtor_benchmark,eval_convoai_call_05,response_match_score,0.25,0.2727272727272727,PASSED,Regarding.,"We're reaching out to inform you about an exclusive real estate opportunity in our new project, DAXIN GURUGRAM, located in South of Gurugram, bang on Sona Road. Are you interested in buying a property in Gurugram?","Ah, I understand! We have some wonderful residential projects right now, whether you're looking for something spacious to live in or a great investment opportunity. 

May I know what configuration you have in mind? We currently offer fantastic 2 BHK, 3 BHK, and 4 BHK options across our prime locations.",,
convoai_realtor_benchmark,eval_convoai_call_05,response_match_score,0.25,0.17910447761194026,FAILED,This is for which project?,"It's for our project, DAXIN GURUGRAM. Are you interested in buying a property in Gurugram?","We are currently featuring our spectacular project at **Teen Hath Naka** in Thane, starting right around 1.90 Crore for our 2 BHK configurations. 

Are you familiar with the Thane area, or would you like me to send over the digital brochure, floor plans, and location pin directly to your WhatsApp?",,
convoai_realtor_benchmark,eval_convoai_call_05,rubric_based_final_response_quality_v1,0.7,1.0,PASSED,Hello.,"We're reaching out to inform you about an exclusive real estate opportunity in our new project, DAXIN GURUGRAM.","Hello. This call is now being recorded. Hi, this is Aditi from Adani Realty. How are you doing today? 

I wanted to check if you are currently looking at properties for self-use or as an investment?",,
convoai_realtor_benchmark,eval_convoai_call_05,rubric_based_final_response_quality_v1,0.7,1.0,PASSED,Hello.,We're reaching out to inform.,Hi there! I'm Aditi from Adani Realty. I just wanted to ask—are you currently exploring properties for your own family's stay (self-use) or looking at it from an investment perspective?,,
convoai_realtor_benchmark,eval_convoai_call_05,rubric_based_final_response_quality_v1,0.7,1.0,PASSED,Regarding.,"We're reaching out to inform you about an exclusive real estate opportunity in our new project, DAXIN GURUGRAM, located in South of Gurugram, bang on Sona Road. Are you interested in buying a property in Gurugram?","Ah, I understand! We have some wonderful residential projects right now, whether you're looking for something spacious to live in or a great investment opportunity. 

May I know what configuration you have in mind? We currently offer fantastic 2 BHK, 3 BHK, and 4 BHK options across our prime locations.",,
convoai_realtor_benchmark,eval_convoai_call_05,rubric_based_final_response_quality_v1,0.7,1.0,PASSED,This is for which project?,"It's for our project, DAXIN GURUGRAM. Are you interested in buying a property in Gurugram?","We are currently featuring our spectacular project at **Teen Hath Naka** in Thane, starting right around 1.90 Crore for our 2 BHK configurations. 

Are you familiar with the Thane area, or would you like me to send over the digital brochure, floor plans, and location pin directly to your WhatsApp?",,
